waterbody,date,dateNUTR,year,town,latitude,longitude,state,data_source,mult_survey,off_season,surfacearea_ha,surfaceaarea_sqm,perimeter_m,shoreline_development,depth_max_m,depth_avg_m,forested_shoreline_prop,inflow,outflow,FP_presence,FPcover_avg,FPcover_low_est,FPcover_max,FPcover_min,azolla,eichhornia_crassipes,lemna_minor,lemna_trisulca,lemna_valdiviana,riccia,spirodela_polyrhiza,wolffia,wolffia_borealis ,wolffia_brasiliensis ,allplant_species_richness,FP_species_richness,nonFP_species_richness,regime,azolla_cover_prop,lminor_cover_prop,lvaldiviana_cover_prop,ltrisulca_cover_prop,riccia_cover_prop,spolyrhiza_cover_prop,wolffia_cover_prop,wbrasiliensis_cover_prop,wborealis_cover_prop,TOTP_n,TOTP_avg,TOTP_SE,PO4_n,PO4_avg,PO4_SE,TOTN_n,TOTN_avg,TOTN_SE,NO3_n,NO3_avg,NO3_SE,NH4_n,NH4_avg,NH4_SE,totNtotP_n,totNtotP_avg,totNtotP_SE,PH_n,PH_avg,PH_SE,COND_n,COND_avg,COND_SE,DO_n,DO_avg,DO_SE,TEMP_n,TEMP_avg,TEMP_SE,ALK_n,ALK_avg,ALK_SE,secchi_n,secchi_avg,secchi_SE,notes,alisma,alisma_subcordatum,brasenia,cabomba,callitriche,callitriche_verna,callitriche_hetero,callitriche_stag,cardamine,ceratophyllum_dem,ceratophyllum_echin,charphyte,decodon,egeria,elatine,elatine_ameri,elatine_minima,elatine_triandra,eleocharis,eleocharis_acic,eleocharis_ellip,ellocharis_parv,elodea_canad,elodea_nutt,eriocaulon_aqua,fil_algae,glossostigma,gratiola,hydrilla,isoetes,isoetes_acad,isoetes_eaton,isoetes_echino,isoetes_engel,isoetes_lacus,isoetes_tuck,juncus,juncus_pelo,lobelia,ludwigia,ludwigia_dub,ludwigia_lac,ludwigia_pal,marsilea,megalodonta,myosotis,myriophyllum,myriophyllum_alt,myriophyllum_aqua,myriophyllum_hetero,myriophyllum_hetero_lax,myriophyllum_hum,myriophyllum_ten,myriophyllum_sibi,myriophyllum_spic,najas_flex,najas_grac,najas_guad,najas_minor,nasturtium,nelumbo,nuphar,nymphaea_odor,nymphaea_odor_odor,nymphaea_odor_tuber,nymphoides,nymphoides_cordata,nymphoides_pelt,peltandra,phragmites,polygonum,polygonum_amphi,polygonum_hydro,pontederia,potamogeton,potamogeton_ampli,potamogeton_berch,potamogeton_biculp,potamogeton_conferv,potamogeton_crispus,potamogeton_epi,potamogeton_foli,potamogeton_frie,potamogeton_grami,potamogeton_ilino,potamogeton_ilino_hybrid,potamogeton_natans,potamogeton_nodos,potamogeton_oakes,potamogeton_palus,potamogeton_perfo,potamogeton_pulch,potamogeton_pusil,potamogeton_prael,potamogeton_rich,potamogeton_robb,potamogeton_spir,potamogeton_vase,potamogeton_zost,proserpinaca,ranunculus,sagittaria,sagittaria_gram,sagittaria_lati,schoenoplectus,sparganium,sparganium_ameri,stuckenia,trapa,typha,typha_latif,sedge,utricularia,utricularia_gemi,utricularia_gibb,utricularia_inter,utricularia_macro,utricularia_mini,utricularia_mino,utricularia_purp,utricularia_radi,utricularia_subu,utricularia_vulg,vallisneria,zannichellia,zosterella
Rogers Lake,7/13/2006,7/13/2006,2006,"Lyme, Old Lyme",41.3642,72.301,CT,CAES,N,N,105.22,1052182.669,8376.9,2.319,19.202,5.791,,,,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,31,SAV,0,0,0,0,0,0,0,0,0,2,0.0065,0.0005,,,,,,,,,,,,,,,,2,7,0.2,2,47,2,1,7.9,,1,28.7,,2,6.75,0.75,1,2.3,,,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,1,0,0
Rolling Ridge Pond,7/20/2007,7/20/2007,2007,Norwalk ,41.1346,73.4223,CT,CAES,Y,N,0.4,2604.745,272.66,1.507,2,,0.7873,,,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,SAV,0,0,0,0,0,0,0,0,0,2,0.228,0.028,,,,,,,,,,,,,,,,2,6.75,0.05,2,136.5,1.5,1,7.4,,1,25.6,,2,18.8,4.5,,0.5,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rolling Ridge Pond,6/12/2009,6/12/2009,2009,Norwalk ,41.1346,73.4223,CT,CAES,Y,N,0.4,2604.745,272.66,1.507,2,,0.7873,,,Y,0.0288,0.0288,0.0288,0.0288,0,0,1,0,0,0,1,0,0,0,3,2,1,SAV,0,0.01745,0,0,0,0.01139,0,0,0,2,0.1095,0.0045,,,,,,,,,,,,,,,,2,6.75,0.05,2,275.5,2.5,1,10.6,,1,19.2,,2,34.9,0.1,,0.7,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rolling Ridge Pond,combined,6/12/2009,comb,Norwalk ,41.1346,73.4223,CT,CAES,Y,N,0.4,2604.745,272.66,1.507,2,,0.7873,,,Y,0.0144,0.0288,0.0288,0,0,0,1,0,0,0,1,0,0,0,3,2,1,SAV,0,0.01745,0,0,0,0.01139,0,0,0,2,0.1688,0.0593,,,,,,,,,,,,,,,,2,6.75,0,2,206,69.5,2,0.05065,0.04915,2,22.4,3.2,2,26.85,8.05,2,0.6,0.1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Roseland Lake,6/19/2012,6/19/2012,2012,Woodstock,41.9509,71.9509,CT,CAES,N,N,38.85,370254.47,3266.89,1.479,5,,0.8051,,,Y,0.0002,0.0002,0.0002,0.0002,0,0,0,0,0,0,1,0,0,0,12,1,11,SAV,0,0,0,0,0,0.00022,0,0,0,2,0.2085,0.1264,,,,,,,,,,,,,,,,2,7.25,0.75,2,95,1,1,9.6,,1,21.5,,2,28.5,6,1,1.5,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Route 7 Pond,8/19/2013,8/19/2013,2013,Wilton,41.1789,73.42,CT,CAES,N,N,3.56,35612.34,1050.71,1.587,5,,,,,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,SAV,0,0,0,0,0,0,0,0,0,2,0.0123,0.0017,,,,,,,,,,,,,,,,2,6.85,0.25,2,291,10,1,9.3,,1,23.2,,2,42,0,1,2,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Salmon Brook,8/4/2005,8/4/2005,2005,Glastonbury,41.718,72.6096,CT,CAES,N,N,0.45,4285.418,323.347,1.367,2,,0.4815,,,Y,0.0316,0.0316,0.0316,0.0316,0,0,1,0,0,0,0,0,0,0,4,1,3,SAV,0,0.02658,0,0,0,0.005,0,0,0,2,0.0995,0.0175,,,,,,,,,,,,,,,,2,7.7,0.8,2,116,6,1,12.5,,1,29.7,,2,22.13,1.125,1,0.7,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Saltonstall Lake,7/23/2004,7/23/2004,2004,"Branford, East Haven",41.3007,72.8437,CT,CAES,N,N,170.78,1707773.409,,,34.442,12.497,,,,no data,,,,,,,,,,,,,,,13,,13,no data,,,,,,,,,,2,0.007,0,,,,,,,,,,,,,,,,2,7.9,0.8,2,213.5,20.5,1,9.45,,1,27.4,,2,82.88,5.625,1,2.1,,no data on floating plants ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
Schreeder Pond,7/28/2005,7/28/2005,2005,Killingworth,41.3684,72.5891,CT,CAES,N,N,1.58,15782.74,823.46,1.86,3,,,,,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,SAV,0,0,0,0,0,0,0,0,0,2,0.043,0.006,,,,,,,,,,,,,,,,2,5.95,0.15,2,66.35,10.35,1,6.5,,1,26.3,,2,12.75,3.75,1,1.7,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Scribner Pond,7/27/2011,7/27/2011,2011,Norwalk,41.1091,73.4434,CT,CAES,N,N,0.97,7564.37,591.56,1.919,2,1,0.78,,,Y,0.6039,0.7105,0.7105,0.4973,0,0,1,0,0,0,0,0,0,0,3,1,2,FP?,0,0.49733,0,0,0,0,0,0,0,2,0.5045,0.1995,,,,,,,,,,,,,,,,2,6.15,0.25,2,117.5,10.5,1,8.1,,1,27.1,,2,34.15,4.15,1,1.5,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shelton Reservoir #2,7/15/2005,7/15/2005,2005,Shelton,41.3193,73.1107,CT,CAES,N,N,2.95,29827.425,940.52,1.536,3,,0.8287,,,Y,0.0001,0.0001,0.0001,0.0001,0,0,1,0,0,0,0,0,0,0,12,1,11,SAV,0,0.00011,0,0,0,0,0,0,0,2,0.0415,0.0175,,,,,,,,,,,,,,,,2,6.4,0.1,2,153,1,1,8.3,,1,25.7,,2,18,1.5,1,2.2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
Shelton Reservoir #3,7/15/2005,7/15/2005,2005,Shelton,41.308,73.1197,CT,CAES,N,N,4.17,41682.621,1263.54,1.733,3.4,,,,,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,SAV,0,0,0,0,0,0,0,0,0,2,0.028,0.003,,,,,,,,,,,,,,,,2,6.2,0.2,2,102,2,1,6.7,,1,27.3,,2,7.13,1.125,1,3,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Silver Lake,7/6/2004,7/6/2004,2004,"Berlin, Meriden",41.345,72.4621,CT,CAES,Y,N,59.08,590841.037,4728.41,1.718,4.877,1.524,0.7296,,,no data,,,,,,,,,,,,,,,14,,14,no data,,,,,,,,,,2,0.025,0.006,,,,,,,,,,,,,,,,2,7.4,0.5,2,219,9,1,7.19,,1,25.4,,2,68.25,0.75,,1.8,,no data on floating plants ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Silver Lake,7/8/2008,7/8/2008,2008,"Berlin, Meriden",41.345,72.4621,CT,CAES,Y,N,59.08,602535.061,4728.41,1.718,4.877,1.524,0.7296,,,Y,0.1086,0.1086,0.1086,0.1086,0,0,0,0,0,0,1,0,0,1,18,2,16,SAV,0,0,0,0,0,0.07107,0,0.03751,0,2,0.1205,0.1005,,,,,,,,,,,,,,,,2,8.05,0.15,2,275.5,6.5,1,8,,1,26.8,,2,75,0,,1,,,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Silver Lake,combined,7/8/2008,comb,"Berlin, Meriden",41.345,72.4621,CT,CAES,Y,N,59.08,602535.061,4728.41,1.718,4.877,1.524,0.7296,,,Y,0.1086,0.1086,0.1086,0.1086,0,0,0,0,0,0,1,0,0,1,19,2,17,SAV,0,0,0,0,0,0.07107,0,0.03751,0,2,0.0728,0.0478,,,,,,,,,,,,,,,,2,7.725,0.325,2,247.25,28.25,2,0.05065,0.04915,2,26.1,0.7,2,71.625,3.375,2,1.4,0.4,,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Silvias Pond,9/26/2005,9/26/2005,2005,Stonington,41.3604,71.9092,CT,CAES,N,N,8.01,80127.757,1834.03,1.975,3,,,,,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,SAV,0,0,0,0,0,0,0,0,0,2,0.0905,0.0265,,,,,,,,,,,,,,,,1,6.95,0.55,1,226,82,1,4.5,,1,20.9,,,86.25,15.75,1,1.1,,,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slopers Pond,9/7/2010,9/7/2010,2010,Southington,41.5911,72.839,CT,CAES,N,N,5.99,64688.701,1298.04,1.44,3,,0.8032,,,Y,0.0042,0.0042,0.0042,0.0042,0,0,1,0,0,0,0,0,0,0,7,1,6,SAV,0,0.00425,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,1,11.5,,1,25.4,,,,,1,2.1,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sound Avenue Pond,8/2/2012,8/2/2012,2012,Riverhead,40.9677,72.6279,NY,MJM,Y,N,0.24,2422.19,218.7,1.254,1,,1,,,Y,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,FP,0,0,0,0,0,0,0,1,0,,,,4,0.21996,0.01549,,,,4,0.03779,0.00586,4,0.02817,0.00894,,,,4,6.5,0,4,54.975,0.275,1,5.5,,1,25,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sound Avenue Pond,8/23/2013,8/23/2013,2013,Riverhead,40.9677,72.6279,NY,MJM,Y,N,0.24,2422.19,218.7,1.254,1,,1,,,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,4,0.45717,0.009178917,,,,4,0.60225,0.034880155,,,,,,,,1.3173,,,,,,,,,,,,,,,,,,,,"Used SAV richness from 2011,2012",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sound Avenue Pond,combined,8/23/2013,comb,Riverhead,40.9677,72.6279,NY,MJM,Y,N,0.24,2422.19,218.7,1.254,1,,1,,,Y/N,0.5,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,shift,0,0,0,0,0,0,0,0.5,0,4,0.45717,0.009178917,4,0.21996,0.01549,4,0.26755,0.01762612,4,0.03779,0.00586,4,0.02817,0.00894,,0.5852,,4,6.5,0,4,54.975,0.275,1,5.5,,1,25,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spring Lake (1),7/26/2005,7/26/2005,2005,Avon,41.7785,72.8261,CT,CAES,N,N,15.05,150543.059,2100.53,1.491,2,,,,,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,SAV,0,0,0,0,0,0,0,0,0,2,0.049,0.027,,,,,,,,,,,,,,,,2,8.7,0.6,2,177.5,1.5,1,10.3,,1,31.2,,2,39.38,1.125,1,0.8,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spring Lake (2),9/24/2009,9/24/2009,2009,Southington,41.1347,73.4222,CT,CAES,N,N,3.08,30902.216,1232.62,1.978,1.3,,0.6023,,,Y,0.0535,0.0535,0.0535,0.0535,0,0,1,0,0,0,0,1,0,0,6,2,4,SAV,0,0.03164,0,0,0,0,0.02187,0,0,1,0.017,,,,,,,,,,,,,,,,,1,9.2,,1,263,,1,15.2,,1,21.3,,1,165,,1,1.3,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Squantz Pond,7/19/2011,7/19/2011,2011,New Fairfield,41.5151,73.4784,CT,CAES,N,N,107.65,1076463.808,8317.77,2.274,12,,,,,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,11,SAV,0,0,0,0,0,0,0,0,0,2,0.0065,0.0025,,,,,,,,,,,,,,,,2,6.6,0.4,2,119.5,0.5,1,8.1,,1,27.2,,2,27.4,1.1,1,3.5,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Staffordville Reservoir,8/11/2005,8/11/2005,2005,Stafford Springs,42.0123,72.2554,CT,CAES,Y,N,60.3,602981.607,6874.29,2.435,4,,0.672,,,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,28,SAV,0,0,0,0,0,0,0,0,0,2,0.0355,0.0165,,,,,,,,,,,,,,,,2,6,0,2,78.5,1.5,1,6.8,,1,28.4,,2,9.75,0.75,,3.2,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,1,0,0
Staffordville Reservoir,9/8/2012,9/8/2012,2012,Stafford Springs,42.0123,72.2554,CT,CAES,Y,N,60.3,602981.61,6874.29,2.435,3.5,,0.672,,,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,28,SAV,0,0,0,0,0,0,0,0,0,2,0.01,0.0013,,,,,,,,,,,,,,,,2,6.35,0.05,2,53,0,1,7.8,,1,25.3,,2,11.625,0.375,,2.3,,,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,1,0,0
Staffordville Reservoir,combined,8/11/2005,comb,Stafford Springs,42.0123,72.2554,CT,CAES,Y,N,60.3,602981.61,6874.29,2.435,3.5,,0.672,,,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,33,SAV,0,0,0,0,0,0,0,0,0,2,0.0227,0.0128,,,,,,,,,,,,,,,,2,6.175,0.175,2,65.75,12.75,2,0.05065,0.04915,2,26.85,1.55,2,10.6875,0.9375,2,2.75,0.45,,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1,1,0,0
