Location_ID,Location_Name,Location_Setting,Location_Description,Ecology_Facility_Site_ID,Is_Location_a_Well,Address,City,State,Zip_Code,County,Watershed_WRIA,Ecology_Region,US_Congressional_District,State_Legislative_District,NHD_Reach_Code,NHD_Reach_Measure,NHD_Edit_Date,Calculated_Latitude_Decimal_Degrees_NAD83HARN,Calculated_Longitude_Decimal_Degrees_NAD83HARN,Horizontal_Coordinates_Represent,Horizontal_Coordinate_Accuracy,Horizontal_Coordinate_Collection_Method,Paper_Map_Scale,Township_Number,Township_Direction,Range_Number,Range_Direction,Section_Number,Quarter_Section_Township_Range,Quarter_Quarter_Section_Township_Range,Elevation_of,Elevation,Elevation_Units,Elevation_Datum,Elevation_Accuracy,Elevation_Collecton_Method,Sediment_Elevation_Reference,Location_Suspect_or_Rejected_Flag,Location_Suspect_Code,Location_Suspect_Description,Location_ID_Alias,Associated_Study_ID,Record_Created_On
FWM_SHOSN1,SHOECRAFT LAKE,"Lake, Pond, or Reservoir","littoral zone of waterbody for aquatic plant data (see 'sample collection method' in results for more details), deepest point for secchi depth data.",,N,,,WA,,Snohomish,Snohomish,Northwest Regional Office,2,10,1.711E+13,,5/10/2007 0:46,48.12933015,-122.3034319,Centroid of monitoring area,+/- 40 ft (12 m),Computer map - GIS-based,,31,N,4,E,33,,,,,,,,,,,,,,FW_MACROPHYTE,3/11/2014 11:42
FWM_SIDOK1,SIDLEY LAKE,"Lake, Pond, or Reservoir","littoral zone of waterbody for aquatic plant data (see 'sample collection method' in results for more details), deepest point for secchi depth data.",,N,,,WA,,Okanogan,Okanogan,Central Regional Office,4,7,1.702E+13,,1/27/2009 15:59,48.99059449,-119.2229391,Centroid of monitoring area,+/- 40 ft (12 m),Computer map - GIS-based,,40,N,29,E,6,SW,SE,,,,,,,,,,,,FW_MACROPHYTE,3/11/2014 11:42
FWM_SILCO1,SILVER LAKE,"Lake, Pond, or Reservoir","littoral zone of waterbody for aquatic plant data (see 'sample collection method' in results for more details), deepest point for secchi depth data.",,N,,,WA,,Cowlitz,Cowlitz,Southwest Regional Office,3,20,1.708E+13,,11/1/2010 7:10,46.29460373,-122.7868344,Centroid of monitoring area,+/- 40 ft (12 m),Computer map - GIS-based,,9,N,1,W,3,NE,SE,,,,,,,,,,,,FW_MACROPHYTE,3/11/2014 11:42
FWM_SILPI1,SILVER LAKE,"Lake, Pond, or Reservoir","littoral zone of waterbody for aquatic plant data (see 'sample collection method' in results for more details), deepest point for secchi depth data.",,N,,,WA,,Pierce,Nisqually,Southwest Regional Office,8,2,1.711E+13,,12/29/2004 15:30,46.88485309,-122.3655869,Centroid of monitoring area,+/- 40 ft (12 m),Computer map - GIS-based,,16,N,3,E,12,SE,NW,,,,,,,,,,,,FW_MACROPHYTE,3/11/2014 11:42
FWM_SILSN1,SILVER LAKE (28N-05E-30),"Lake, Pond, or Reservoir","littoral zone of waterbody for aquatic plant data (see 'sample collection method' in results for more details), deepest point for secchi depth data.",,N,,,WA,,Snohomish,Cedar-Sammamish,Northwest Regional Office,2,21,1.711E+13,,6/5/2006 15:13,47.89249674,-122.2088285,Centroid of monitoring area,+/- 40 ft (12 m),Computer map - GIS-based,,28,N,5,E,30,NE,NE,,,,,,,,,,,,FW_MACROPHYTE,3/11/2014 11:42
FWM_SILSP1,SILVER LAKE,"Lake, Pond, or Reservoir","littoral zone of waterbody for aquatic plant data (see 'sample collection method' in results for more details), deepest point for secchi depth data.",,N,,,WA,,Spokane,Palouse,Eastern Regional Office,5,6,1.70601E+13,,6/28/2012 0:00,47.55712812,-117.653561,Centroid of monitoring area,+/- 40 ft (12 m),Computer map - GIS-based,,24,N,41,E,20,SE,NE,,,,,,,,,,,,FW_MACROPHYTE,3/11/2014 11:42
FWM_SILWH1,SILVER LAKE,"Lake, Pond, or Reservoir","littoral zone of waterbody for aquatic plant data (see 'sample collection method' in results for more details), deepest point for secchi depth data.",,N,,,WA,,Whatcom,Nooksack,Northwest Regional Office,1,42,1.711E+13,,6/17/2008 6:51,48.97845662,-122.069852,Centroid of monitoring area,+/- 40 ft (12 m),Computer map - GIS-based,,40,N,6,E,7,NE,NE,,,,,,,,,,,,FW_MACROPHYTE,3/11/2014 11:42
FWM_SIMMA1,SIMPSON (ARROWHEAD) LAKE,"Lake, Pond, or Reservoir","littoral zone of waterbody for aquatic plant data (see 'sample collection method' in results for more details), deepest point for secchi depth data.",,N,,,WA,,Mason,Lower Chehalis,Southwest Regional Office,6,35,1.71001E+13,,9/10/2009 22:28,47.13340305,-123.3396693,Centroid of monitoring area,+/- 40 ft (12 m),Computer map - GIS-based,,19,N,5,W,17,,,,,,,,,,,,,,FW_MACROPHYTE,3/11/2014 11:42
FWM_SIXSK1,SIXTEEN LAKE,"Lake, Pond, or Reservoir","littoral zone of waterbody for aquatic plant data (see 'sample collection method' in results for more details), deepest point for secchi depth data.",,N,,,WA,,Skagit,Lower Skagit-Samish,Northwest Regional Office,2,10,1.711E+13,,11/2/2004 16:25,48.34421906,-122.2887977,Centroid of monitoring area,+/- 40 ft (12 m),Computer map - GIS-based,,33,N,4,E,15,SW,SW,,,,,,,,,,,,FW_MACROPHYTE,3/11/2014 11:43
FWM_SKITH1,SKIVIEW LAKE,"Lake, Pond, or Reservoir","littoral zone of waterbody for aquatic plant data (see 'sample collection method' in results for more details), deepest point for secchi depth data.",,N,,,WA,,Thurston,Upper Chehalis,Southwest Regional Office,10,35,1.71001E+13,,11/1/2012 0:00,46.96741124,-122.9630105,Centroid of monitoring area,+/- 40 ft (12 m),Computer map - GIS-based,,17,N,2,W,8,SW,SE,,,,,,,,,,,,FW_MACROPHYTE,3/11/2014 11:43
FWM_SKOPE1,"SKOOKUM LAKE, SOUTH","Lake, Pond, or Reservoir","littoral zone of waterbody for aquatic plant data (see 'sample collection method' in results for more details), deepest point for secchi depth data.",,N,,,WA,,Pend Oreille,Pend Oreille,Eastern Regional Office,5,7,1.70102E+13,,11/29/2012 0:00,48.39263158,-117.1814956,Centroid of monitoring area,+/- 40 ft (12 m),Computer map - GIS-based,,33,N,44,E,1,NE,,,,,,,,,,,,,FW_MACROPHYTE,3/11/2014 11:43
FWM_SKOPE2,"SKOOKUM LAKE, NORTH","Lake, Pond, or Reservoir","littoral zone of waterbody for aquatic plant data (see 'sample collection method' in results for more details), deepest point for secchi depth data.",,N,,,WA,,Pend Oreille,Pend Oreille,Eastern Regional Office,5,7,1.70102E+13,,11/29/2012 0:00,48.40602905,-117.1800093,Centroid of monitoring area,+/- 40 ft (12 m),Computer map - GIS-based,,34,N,44,E,36,NE,SE,,,,,,,,,,,,FW_MACROPHYTE,3/11/2014 11:43
FWM_SODGR1,SODA LAKE,"Lake, Pond, or Reservoir","littoral zone of waterbody for aquatic plant data (see 'sample collection method' in results for more details), deepest point for secchi depth data.",,N,,,WA,,Grant,Lower Crab,Eastern Regional Office,4,13,1.702E+13,,6/19/2007 8:39,46.96296301,-119.2384311,Centroid of monitoring area,+/- 40 ft (12 m),Computer map - GIS-based,,17,N,28,E,13,NE,SE,,,,,,,,,,,,FW_MACROPHYTE,3/11/2014 11:43
FWM_SOULE1,SOUTH COUNTY PARK POND,"Lake, Pond, or Reservoir","littoral zone of waterbody for aquatic plant data (see 'sample collection method' in results for more details), deepest point for secchi depth data.",,N,,,WA,,Lewis,Cowlitz,Southwest Regional Office,3,20,1.708E+13,,3/14/2008 10:17,46.43291921,-122.8435388,Centroid of monitoring area,+/- 40 ft (12 m),Computer map - GIS-based,,11,N,1,W,17,SW,SW,,,,,,,,,,,,FW_MACROPHYTE,3/11/2014 11:43
FWM_SPAPI1,SPANAWAY LAKE,"Lake, Pond, or Reservoir","littoral zone of waterbody for aquatic plant data (see 'sample collection method' in results for more details), deepest point for secchi depth data.",,N,,,WA,,Pierce,Chambers-Clover,Southwest Regional Office,10,29,1.711E+13,,5/10/2007 0:53,47.1101333,-122.4480631,Centroid of monitoring area,+/- 40 ft (12 m),Computer map - GIS-based,,19,N,3,E,29,NE,NW,,,,,,,,,,,,FW_MACROPHYTE,3/11/2014 11:43
FWM_SPEKL1,SPEARFISH LAKE,"Lake, Pond, or Reservoir","littoral zone of waterbody for aquatic plant data (see 'sample collection method' in results for more details), deepest point for secchi depth data.",,N,,,WA,,Klickitat,Klickitat,Central Regional Office,3,14,1.70701E+13,,5/12/2009 22:25,45.6280441,-121.1307195,Centroid of monitoring area,+/- 40 ft (12 m),Computer map - GIS-based,,2,N,13,E,25,SW,NW,,,,,,,,,,,,FW_MACROPHYTE,3/11/2014 11:43
FWM_SPEMA1,SPENCER LAKE,"Lake, Pond, or Reservoir","littoral zone of waterbody for aquatic plant data (see 'sample collection method' in results for more details), deepest point for secchi depth data.",,N,,,WA,,Mason,Kennedy-Goldsborough,Southwest Regional Office,6,35,1.711E+13,,5/10/2007 0:51,47.2655874,-122.9600663,Centroid of monitoring area,+/- 40 ft (12 m),Computer map - GIS-based,,21,N,2,W,32,,,,,,,,,,,,,,FW_MACROPHYTE,3/11/2014 11:43
FWM_SPEOK1,SPECTACLE LAKE,"Lake, Pond, or Reservoir","littoral zone of waterbody for aquatic plant data (see 'sample collection method' in results for more details), deepest point for secchi depth data.",,N,,,WA,,Okanogan,Okanogan,Central Regional Office,4,7,1.702E+13,,4/22/2006 14:28,48.8075246,-119.5510718,Centroid of monitoring area,+/- 40 ft (12 m),Computer map - GIS-based,,38,N,26,E,10,,,,,,,,,,,,,,FW_MACROPHYTE,3/11/2014 11:43
FWM_SPOSA1,SPORTSMAN LAKE,"Lake, Pond, or Reservoir","littoral zone of waterbody for aquatic plant data (see 'sample collection method' in results for more details), deepest point for secchi depth data.",,N,,,WA,,San Juan,San Juan,Northwest Regional Office,2,40,1.711E+13,,5/9/2008 17:58,48.56814068,-123.0736412,Centroid of monitoring area,+/- 40 ft (12 m),Computer map - GIS-based,,36,N,3,W,33,SW,SE,,,,,,,,,,,,FW_MACROPHYTE,3/11/2014 11:43
FWM_SPRAD1,SPRAGUE LAKE,"Lake, Pond, or Reservoir","littoral zone of waterbody for aquatic plant data (see 'sample collection method' in results for more details), deepest point for secchi depth data.",,N,,,WA,,Adams,Palouse,Eastern Regional Office,4,9,1.70601E+13,,6/28/2012 0:00,47.2599359,-118.0655763,Centroid of monitoring area,+/- 40 ft (12 m),Computer map - GIS-based,,20,N,38,E,5,NW,NW,,,,,,,,,,,,FW_MACROPHYTE,3/11/2014 11:43
FWM_SQUKI1,SQUARE LAKE,"Lake, Pond, or Reservoir","littoral zone of waterbody for aquatic plant data (see 'sample collection method' in results for more details), deepest point for secchi depth data.",,N,,,WA,,Kitsap,Kitsap,Northwest Regional Office,6,35,1.711E+13,,5/10/2007 0:49,47.48173306,-122.6851817,Centroid of monitoring area,+/- 40 ft (12 m),Computer map - GIS-based,,23,N,1,E,16,SW,NE,,,,,,,,,,,,FW_MACROPHYTE,3/11/2014 11:43
FWM_SQUWH1,SQUALICUM LAKE,"Lake, Pond, or Reservoir","littoral zone of waterbody for aquatic plant data (see 'sample collection method' in results for more details), deepest point for secchi depth data.",,N,,,WA,,Whatcom,Nooksack,Northwest Regional Office,1,40,1.711E+13,,2/11/2011 14:10,48.79750486,-122.3501416,Centroid of monitoring area,+/- 40 ft (12 m),Computer map - GIS-based,,38,N,4,E,7,NW,SW,,,,,,,,,,,,FW_MACROPHYTE,3/11/2014 11:43
FWM_ST_TH1,ST CLAIR LAKE,"Lake, Pond, or Reservoir","littoral zone of waterbody for aquatic plant data (see 'sample collection method' in results for more details), deepest point for secchi depth data.",,N,,,WA,,Thurston,Nisqually,Southwest Regional Office,10,2,1.711E+13,,8/8/2008 12:48,47.00025565,-122.7200357,Centroid of monitoring area,+/- 40 ft (12 m),Computer map - GIS-based,,18,N,1,E,31,SE,NE,,,,,,,,,,,,FW_MACROPHYTE,3/11/2014 11:43
FWM_STAGR1,STAN COFFIN LAKE,"Lake, Pond, or Reservoir","littoral zone of waterbody for aquatic plant data (see 'sample collection method' in results for more details), deepest point for secchi depth data.",,N,,,WA,,Grant,Lower Crab,Eastern Regional Office,4,13,1.702E+13,,7/26/2012 0:00,47.1489311,-119.9155922,Centroid of monitoring area,+/- 40 ft (12 m),Computer map - GIS-based,,19,N,23,E,11,SW,SW,,,,,,,,,,,,FW_MACROPHYTE,3/11/2014 11:43
FWM_STAKI1,STAR LAKE,"Lake, Pond, or Reservoir","littoral zone of waterbody for aquatic plant data (see 'sample collection method' in results for more details), deepest point for secchi depth data.",,N,,,WA,,King,Duwamish-Green,Northwest Regional Office,8,30,1.711E+13,,12/28/2004 16:41,47.3549074,-122.2870736,Centroid of monitoring area,+/- 40 ft (12 m),Computer map - GIS-based,,22,N,4,E,34,NW,,,,,,,,,,,,,FW_MACROPHYTE,3/11/2014 11:43
FWM_STAST1,STARVATION LAKE,"Lake, Pond, or Reservoir","littoral zone of waterbody for aquatic plant data (see 'sample collection method' in results for more details), deepest point for secchi depth data.",,N,,,WA,,Stevens,Colville,Eastern Regional Office,5,7,1.702E+13,,11/16/2005 15:56,48.49136485,-117.7113258,Centroid of monitoring area,+/- 40 ft (12 m),Computer map - GIS-based,,35,N,40,E,36,NW,SE,,,,,,,,,,,,FW_MACROPHYTE,3/11/2014 11:43
FWM_STEKI1,STEEL LAKE,"Lake, Pond, or Reservoir","littoral zone of waterbody for aquatic plant data (see 'sample collection method' in results for more details), deepest point for secchi depth data.",,N,,,WA,,King,Duwamish-Green,Northwest Regional Office,9,30,1.711E+13,,8/8/2008 12:41,47.32752171,-122.3028957,Centroid of monitoring area,+/- 40 ft (12 m),Computer map - GIS-based,,21,N,4,E,9,NW,NE,,,,,,,,,,,,FW_MACROPHYTE,3/11/2014 11:43
FWM_STEPI1,STEILACOOM LAKE,"Lake, Pond, or Reservoir","littoral zone of waterbody for aquatic plant data (see 'sample collection method' in results for more details), deepest point for secchi depth data.",,N,,,WA,,Pierce,Chambers-Clover,Southwest Regional Office,10,28,1.711E+13,,5/10/2007 0:52,47.16513545,-122.5397878,Centroid of monitoring area,+/- 40 ft (12 m),Computer map - GIS-based,,19,N,2,E,3,NW,SE,,,,,,,,,,,,FW_MACROPHYTE,3/11/2014 11:43
FWM_STESK1,STEAMBOAT LAKE,"Lake, Pond, or Reservoir","littoral zone of waterbody for aquatic plant data (see 'sample collection method' in results for more details), deepest point for secchi depth data.",,N,,,WA,,Skamania,Wind-White Salmon,Southwest Regional Office,3,14,1.70701E+13,,9/11/2006 1:06,46.13009907,-121.7156177,Centroid of monitoring area,+/- 40 ft (12 m),Computer map - GIS-based,,7,N,9,E,6,NE,NE,,,,,,,,,,,,FW_MACROPHYTE,3/11/2014 11:43
FWM_STESN1,STEVENS LAKE,"Lake, Pond, or Reservoir","littoral zone of waterbody for aquatic plant data (see 'sample collection method' in results for more details), deepest point for secchi depth data.",,N,,,WA,,Snohomish,Snohomish,Northwest Regional Office,1,44,1.711E+13,,9/10/2009 23:37,48.00437928,-122.0847075,Centroid of monitoring area,+/- 40 ft (12 m),Computer map - GIS-based,,29,N,6,E,18,NE,NW,,,,,,,,,,,,FW_MACROPHYTE,3/11/2014 11:43
FWM_STISN1,STICKNEY LAKE,"Lake, Pond, or Reservoir","littoral zone of waterbody for aquatic plant data (see 'sample collection method' in results for more details), deepest point for secchi depth data.",,N,,,WA,,Snohomish,Cedar-Sammamish,Northwest Regional Office,2,21,1.711E+13,,6/5/2006 15:14,47.87519391,-122.2560502,Centroid of monitoring area,+/- 40 ft (12 m),Computer map - GIS-based,,28,N,4,E,35,NE,,,,,,,,,,,,,FW_MACROPHYTE,3/11/2014 11:43
FWM_STOSN1,STORM LAKE,"Lake, Pond, or Reservoir","littoral zone of waterbody for aquatic plant data (see 'sample collection method' in results for more details), deepest point for secchi depth data.",,N,,,WA,,Snohomish,Snohomish,Northwest Regional Office,1,39,1.711E+13,,11/3/2004 17:51,47.93943594,-121.972938,Centroid of monitoring area,+/- 40 ft (12 m),Computer map - GIS-based,,28,N,6,E,1,SE,NE,,,,,,,,,,,,FW_MACROPHYTE,3/11/2014 11:43
FWM_SULPE1,SULLIVAN LAKE,"Lake, Pond, or Reservoir","littoral zone of waterbody for aquatic plant data (see 'sample collection method' in results for more details), deepest point for secchi depth data.",,N,,,WA,,Pend Oreille,Pend Oreille,Eastern Regional Office,5,7,1.70102E+13,,11/29/2012 0:00,48.81496017,-117.289962,Centroid of monitoring area,+/- 40 ft (12 m),Computer map - GIS-based,,38,N,44,E,7,NE,NW,,,,,,,,,,,,FW_MACROPHYTE,3/11/2014 11:43
FWM_SUMTH1,SUMMIT LAKE,"Lake, Pond, or Reservoir","littoral zone of waterbody for aquatic plant data (see 'sample collection method' in results for more details), deepest point for secchi depth data.",,N,,,WA,,Thurston,Kennedy-Goldsborough,Southwest Regional Office,10,35,1.711E+13,,5/10/2007 0:52,47.05581751,-123.103377,Centroid of monitoring area,+/- 40 ft (12 m),Computer map - GIS-based,,18,N,3,W,7,SE,SW,,,,,,,,,,,,FW_MACROPHYTE,3/11/2014 11:43
FWM_SUNSN1,SUNDAY LAKE,"Lake, Pond, or Reservoir","littoral zone of waterbody for aquatic plant data (see 'sample collection method' in results for more details), deepest point for secchi depth data.",,N,,,WA,,Snohomish,Stillaguamish,Northwest Regional Office,2,10,1.711E+13,,11/4/2004 21:31,48.22909729,-122.2575068,Centroid of monitoring area,+/- 40 ft (12 m),Computer map - GIS-based,,32,N,4,E,26,SE,NW,,,,,,,,,,,,FW_MACROPHYTE,3/11/2014 11:43
FWM_SUNWH1,SUNSET POND,"Lake, Pond, or Reservoir","littoral zone of waterbody for aquatic plant data (see 'sample collection method' in results for more details), deepest point for secchi depth data.",,N,,,WA,,Whatcom,Nooksack,Northwest Regional Office,2,42,1.711E+13,,2/11/2011 14:08,48.77633581,-122.4603842,Centroid of monitoring area,+/- 40 ft (12 m),Computer map - GIS-based,,38,N,3,E,17,SW,SW,,,,,,,,,,,,FW_MACROPHYTE,3/11/2014 11:43
FWM_SURPA1,SURFSIDE LAKE,"Lake, Pond, or Reservoir","littoral zone of waterbody for aquatic plant data (see 'sample collection method' in results for more details), deepest point for secchi depth data.",,N,,,WA,,Pacific,Willapa,Southwest Regional Office,3,19,1.71001E+13,,1/26/2007 15:40,46.53590382,-124.0467267,Centroid of monitoring area,+/- 40 ft (12 m),Computer map - GIS-based,,12,N,11,W,9,SW,SE,,,,,,,,,,,,FW_MACROPHYTE,3/11/2014 11:43
FWM_SUSTH1,SUSAN LAKE,"Lake, Pond, or Reservoir","littoral zone of waterbody for aquatic plant data (see 'sample collection method' in results for more details), deepest point for secchi depth data.",,N,,,WA,,Thurston,Deschutes,Southwest Regional Office,10,35,1.711E+13,,1/3/2005 19:20,46.98791239,-122.8827219,Centroid of monitoring area,+/- 40 ft (12 m),Computer map - GIS-based,,17,N,2,W,1,SW,NW,,,,,,,,,,,,FW_MACROPHYTE,3/11/2014 11:43
FWM_SUTCL1,SUTHERLAND LAKE,"Lake, Pond, or Reservoir","littoral zone of waterbody for aquatic plant data (see 'sample collection method' in results for more details), deepest point for secchi depth data.",,N,,,WA,,Clallam,Elwah-Dungeness,Southwest Regional Office,6,24,1.711E+13,,7/13/2012 0:00,48.07781136,-123.7087092,Centroid of monitoring area,+/- 40 ft (12 m),Computer map - GIS-based,,30,N,8,W,21,SE,NW,,,,,,,,,,,,FW_MACROPHYTE,3/11/2014 11:43
FWM_SWAFE1,SWAN LAKE,"Lake, Pond, or Reservoir","littoral zone of waterbody for aquatic plant data (see 'sample collection method' in results for more details), deepest point for secchi depth data.",,N,,,WA,,Ferry,Sanpoil,Eastern Regional Office,5,7,1.702E+13,,3/4/2008 13:40,48.5127658,-118.8380649,Centroid of monitoring area,+/- 40 ft (12 m),Computer map - GIS-based,,35,N,32,E,20,SW,SE,,,,,,,,,,,,FW_MACROPHYTE,3/11/2014 11:43
FWM_SWAKI1,SWAMP LAKE,"Lake, Pond, or Reservoir","littoral zone of waterbody for aquatic plant data (see 'sample collection method' in results for more details), deepest point for secchi depth data.",,N,,,WA,,Kittitas,Upper Yakima,Central Regional Office,8,13,1.703E+13,,6/27/2006 4:13,47.31041209,-121.3000156,Centroid of monitoring area,+/- 40 ft (12 m),Computer map - GIS-based,,21,N,12,E,14,SE,,,,,,,,,,,,,FW_MACROPHYTE,3/11/2014 11:43
FWM_SWALE1,SWOFFORD POND,"Lake, Pond, or Reservoir","littoral zone of waterbody for aquatic plant data (see 'sample collection method' in results for more details), deepest point for secchi depth data.",,N,,,WA,,Lewis,Cowlitz,Southwest Regional Office,3,20,1.708E+13,,3/14/2008 10:22,46.49858393,-122.4045994,Centroid of monitoring area,+/- 40 ft (12 m),Computer map - GIS-based,,12,N,3,E,26,NW,,,,,,,,,,,,,FW_MACROPHYTE,3/11/2014 11:43
FWM_SWASN1,SWARTZ LAKE,"Lake, Pond, or Reservoir","littoral zone of waterbody for aquatic plant data (see 'sample collection method' in results for more details), deepest point for secchi depth data.",,N,,,WA,,Snohomish,Snohomish,Northwest Regional Office,1,39,1.711E+13,,7/20/2012 0:00,48.0739854,-121.9348145,Centroid of monitoring area,+/- 40 ft (12 m),Computer map - GIS-based,,30,N,7,E,20,NE,SW,,,,,,,,,,,,FW_MACROPHYTE,3/11/2014 11:43
FWM_SYLGR1,SYLVIA LAKE,"Lake, Pond, or Reservoir","littoral zone of waterbody for aquatic plant data (see 'sample collection method' in results for more details), deepest point for secchi depth data.",,N,,,WA,,Grays Harbor,Lower Chehalis,Southwest Regional Office,6,19,1.71001E+13,,7/19/2012 0:00,46.99717017,-123.5928322,Centroid of monitoring area,+/- 40 ft (12 m),Computer map - GIS-based,,18,N,7,W,32,SW,SW,,,,,,,,,,,,FW_MACROPHYTE,3/11/2014 11:43
FWM_SYMKI1,WILLIAM SYMINGTON LAKE,"Lake, Pond, or Reservoir","littoral zone of waterbody for aquatic plant data (see 'sample collection method' in results for more details), deepest point for secchi depth data.",,N,,,WA,,Kitsap,Kitsap,Northwest Regional Office,6,35,1.711E+13,,9/4/2012 0:00,47.59600991,-122.8300163,Centroid of monitoring area,+/- 40 ft (12 m),Computer map - GIS-based,,24,N,1,W,5,SE,SW,,,,,,,,,,,,FW_MACROPHYTE,3/11/2014 11:43
FWM_TAHKI1,TAHUYA LAKE,"Lake, Pond, or Reservoir","littoral zone of waterbody for aquatic plant data (see 'sample collection method' in results for more details), deepest point for secchi depth data.",,N,,,WA,,Kitsap,Kitsap,Northwest Regional Office,6,35,1.711E+13,,8/24/2008 8:12,47.56446252,-122.8378724,Centroid of monitoring area,+/- 40 ft (12 m),Computer map - GIS-based,,24,N,1,W,20,NW,NW,,,,,,,,,,,,FW_MACROPHYTE,3/11/2014 11:43
FWM_TAKSK1,TAKHLAKH LAKE,"Lake, Pond, or Reservoir","littoral zone of waterbody for aquatic plant data (see 'sample collection method' in results for more details), deepest point for secchi depth data.",,N,,,WA,,Skamania,Cowlitz,Southwest Regional Office,3,14,1.708E+13,,2/19/2008 13:36,46.27815417,-121.5964783,Centroid of monitoring area,+/- 40 ft (12 m),Computer map - GIS-based,,9,N,10,E,8,SW,,,,,,,,,,,,,FW_MACROPHYTE,3/11/2014 11:43
FWM_TANPI1,TANWAX LAKE,"Lake, Pond, or Reservoir","littoral zone of waterbody for aquatic plant data (see 'sample collection method' in results for more details), deepest point for secchi depth data.",,N,,,WA,,Pierce,Nisqually,Southwest Regional Office,8,2,1.711E+13,,12/29/2004 15:27,46.95017652,-122.266524,Centroid of monitoring area,+/- 40 ft (12 m),Computer map - GIS-based,,17,N,4,E,23,NW,NE,,,,,,,,,,,,FW_MACROPHYTE,3/11/2014 11:43
FWM_TAPPI1,TAPPS LAKE,"Lake, Pond, or Reservoir","littoral zone of waterbody for aquatic plant data (see 'sample collection method' in results for more details), deepest point for secchi depth data.",,N,,,WA,,Pierce,Puyallup-White,Southwest Regional Office,8,31,1.711E+13,,12/27/2004 19:51,47.22213682,-122.1665616,Centroid of monitoring area,+/- 40 ft (12 m),Computer map - GIS-based,,20,N,5,E,16,NE,SE,,,,,,,,,,,,FW_MACROPHYTE,3/11/2014 11:43
FWM_TARJE1,TARBOO LAKE,"Lake, Pond, or Reservoir","littoral zone of waterbody for aquatic plant data (see 'sample collection method' in results for more details), deepest point for secchi depth data.",,N,,,WA,,Jefferson,Quilcence-Snow,Southwest Regional Office,6,24,1.711E+13,,8/16/2004 10:57,47.92367299,-122.8525869,Centroid of monitoring area,+/- 40 ft (12 m),Computer map - GIS-based,,28,N,1,W,18,NE,NW,,,,,,,,,,,,FW_MACROPHYTE,3/11/2014 11:43
FWM_TEEMA1,TEE LAKE,"Lake, Pond, or Reservoir","littoral zone of waterbody for aquatic plant data (see 'sample collection method' in results for more details), deepest point for secchi depth data.",,N,,,Wa,,Mason,Kitsap,Southwest Regional Office,6,35,1.711E+13,,8/16/2004 11:08,47.43382626,-123.0234199,Centroid of monitoring area,+/- 40 ft (12 m),Computer map - GIS-based,,23,N,3,W,35,SE,SW,,,,,,,,,,,,FW_MACROPHYTE,3/11/2014 11:43
FWM_TENWH1,TENNANT LAKE,"Lake, Pond, or Reservoir","littoral zone of waterbody for aquatic plant data (see 'sample collection method' in results for more details), deepest point for secchi depth data.",,N,,,WA,,Whatcom,Nooksack,Northwest Regional Office,1,42,1.711E+13,,6/17/2008 6:51,48.83195363,-122.5787699,Centroid of monitoring area,+/- 40 ft (12 m),Computer map - GIS-based,,39,N,2,E,32,NE,NE,,,,,,,,,,,,FW_MACROPHYTE,3/11/2014 11:43
FWM_TERWH1,TERRELL LAKE,"Lake, Pond, or Reservoir","littoral zone of waterbody for aquatic plant data (see 'sample collection method' in results for more details), deepest point for secchi depth data.",,N,,,WA,,Whatcom,Nooksack,Northwest Regional Office,1,42,1.711E+13,,1/22/2007 2:26,48.86471124,-122.6890576,Centroid of monitoring area,+/- 40 ft (12 m),Computer map - GIS-based,,39,N,1,E,16,SE,SW,,,,,,,,,,,,FW_MACROPHYTE,3/11/2014 11:43
FWM_THOST1,THOMAS LAKE,"Lake, Pond, or Reservoir","littoral zone of waterbody for aquatic plant data (see 'sample collection method' in results for more details), deepest point for secchi depth data.",,N,,,WA,,Stevens,Colville,Eastern Regional Office,5,7,1.702E+13,,7/13/2012 0:00,48.62428056,-117.5402564,Centroid of monitoring area,+/- 40 ft (12 m),Computer map - GIS-based,,36,N,42,E,17,NW,SW,,,,,,,,,,,,FW_MACROPHYTE,3/11/2014 11:43
FWM_TIGKI1,TIGER LAKE,"Lake, Pond, or Reservoir","littoral zone of waterbody for aquatic plant data (see 'sample collection method' in results for more details), deepest point for secchi depth data.",,N,,,WA,,Mason,Kitsap,Southwest Regional Office,6,35,1.711E+13,,8/16/2004 11:18,47.51591092,-122.8324488,Centroid of monitoring area,+/- 40 ft (12 m),Computer map - GIS-based,,23,N,1,W,5,NW,SE,,,,,,,,,,,,FW_MACROPHYTE,3/11/2014 11:43
FWM_TOAWH1,TOAD (EMERALD) LAKE,"Lake, Pond, or Reservoir","littoral zone of waterbody for aquatic plant data (see 'sample collection method' in results for more details), deepest point for secchi depth data.",,N,,,WA,,Whatcom,Nooksack,Northwest Regional Office,1,40,1.711E+13,,2/11/2011 14:10,48.79121711,-122.395039,Centroid of monitoring area,+/- 40 ft (12 m),Computer map - GIS-based,,38,N,3,E,11,SW,SW,,,,,,,,,,,,FW_MACROPHYTE,3/11/2014 11:43
